Round,Time,Accuracy,Loss
1,14.531480550765991,0.5123197115384616,1.546977657538194
2,18.843547821044922,0.760917467948718,0.6733528927732737
3,23.008995532989502,0.8503605769230769,0.4955939256036893
4,27.38838028907776,0.8724959935897436,0.41396517779391545
5,31.717592477798462,0.8817107371794872,0.37941591011790127
6,36.0428991317749,0.8933293269230769,0.35226870882205474
7,40.394509077072144,0.9033453525641025,0.3270187138651426
8,44.610424280166626,0.9041466346153846,0.3175709667400672
