Water Level,Moisture Percentage,Light Intensity,Temperature,Humidity,Cluster
724,44.38,122,25,73,1
425,30.85,436,28,68,1
664,32.45,999,27,87,2
642,50.44,68,26,76,1
721,44.67,108,25,73,1
772,34.8,817,24,75,0
745,36.07,818,25,74,0
785,38.61,820,24,67,0
679,31.28,998,27,87,2
659,38.02,317,27,86,2
689,30.4,999,27,88,2
473,40.27,200,28,84,1
641,34.31,999,27,87,2
758,35.48,815,25,74,0
720,35.29,978,26,69,0
703,45.26,817,23,64,0
701,36.85,978,26,68,0
716,28.35,999,27,88,2
784,32.94,820,25,76,0
658,48.97,98,26,74,1
472,33.74,135,28,69,1
701,29.33,997,27,88,2
728,43.11,814,23,64,0
776,32.16,818,25,77,0
559,33.97,207,26,79,1
772,33.63,818,25,75,0
637,34.9,1000,27,84,2
756,34.12,819,25,75,0
673,32.65,1000,27,82,2
787,36.56,814,24,70,0
726,39.1,817,25,72,0
723,42.91,299,25,73,1
760,34.7,820,24,76,0
709,37.05,978,26,70,0
704,29.23,999,27,87,2
761,36.27,818,25,72,0
375,44.03,52,29,68,1
776,34.12,822,24,76,0
686,32.55,976,26,79,2
558,41.85,419,26,87,1
709,31.09,977,26,78,2
788,36.46,815,24,70,0
738,33.04,978,26,71,0
761,36.66,821,25,72,0
780,30.23,214,28,87,2
671,48.39,56,26,75,1
689,46.04,107,26,77,1
752,35.48,823,25,74,0
612,52.39,61,26,76,1
408,33.56,204,29,87,1
778,33.04,817,25,75,0
767,33.63,820,25,75,0
707,30.01,1000,27,81,2
678,31.18,998,27,89,2
432,35.32,43,27,90,1
656,49.07,99,26,75,1
738,38.32,653,25,74,0
779,32.26,820,25,76,0
701,39.88,978,25,66,0
611,33.96,415,27,68,1
701,30.11,1000,27,84,2
650,49.76,65,26,76,1
391,39.6,463,27,81,1
742,42.82,155,25,73,1
594,34.76,39,25,86,1
718,28.15,998,27,88,2
711,44.18,53,26,77,1
695,39.39,978,25,66,0
696,38.91,978,25,66,0
360,34.73,415,29,88,2
505,43.74,71,28,83,1
734,38.61,822,25,72,0
725,33.91,184,29,78,2
721,28.05,999,27,86,2
722,28.35,1000,27,84,2
331,42.68,425,29,69,1
490,42.7,320,24,79,1
785,34.6,816,24,74,0
733,30.79,977,26,74,0
721,32.45,977,26,73,0
740,30.21,977,26,74,0
753,35.39,817,25,74,0
338,34,354,27,66,1
725,44.18,132,25,73,1
678,31.48,999,27,85,2
782,34.51,821,24,73,0
701,30.11,1000,27,84,2
681,31.09,998,27,89,2
660,48.58,100,26,75,1
723,27.76,999,27,88,2
689,30.6,999,27,87,2
604,52.88,63,26,76,1
773,33.63,822,25,74,0
675,31.57,999,27,87,2
714,32.65,977,26,74,0
659,31.38,241,28,69,1
664,32.45,998,27,87,2
755,37.05,817,25,72,0
633,31.46,370,26,80,2
765,34.6,818,25,74,0
393,40.1,243,26,69,1
751,35.29,816,25,75,0
688,46.53,105,26,76,1
739,42.82,178,25,73,1
676,31.48,999,27,87,2
712,44.18,251,25,73,1
637,50.73,65,26,76,1
778,32.36,817,25,77,0
775,38.32,815,24,68,0
784,34.51,821,24,74,0
749,35.97,821,25,74,0
723,39.2,822,25,72,0
655,32.94,998,27,89,2
732,42.72,268,25,73,1
781,37.93,821,24,68,0
680,30.89,998,27,89,2
747,36.07,820,25,74,0
770,33.11,436,25,78,0
705,29.52,999,27,85,2
714,44.09,245,25,73,1
666,48.29,102,26,76,1
703,41.74,978,25,65,0
702,29.42,999,27,88,2
743,38.03,662,25,74,0
755,35.48,815,25,74,0
760,34.7,803,25,75,0
761,34.31,822,24,75,0
618,52,63,26,76,1
781,30.4,822,25,78,0
702,36.27,978,26,69,0
378,68.23,43,26,75,1
630,51.32,64,26,75,1
740,42.72,180,25,73,1
666,48.58,56,26,76,1
721,44.67,106,25,73,1
645,49.95,86,26,76,1
377,38.65,45,28,71,1
767,34.6,815,25,74,0
757,40.86,820,23,66,0
752,41.45,816,23,66,0
716,41.99,466,28,72,1
664,33.04,999,27,85,2
730,27.27,999,27,86,2
669,31.87,997,27,89,2
788,35.87,815,24,70,0
759,36.17,821,25,72,0
696,46.04,108,26,76,1
753,35.68,818,25,74,0
674,47.7,104,26,75,1
724,30.89,977,26,76,0
781,31.79,289,28,82,2
585,43.75,82,24,82,1
620,51.81,63,26,75,1
759,34.6,817,25,75,0
351,43.93,99,24,77,1
781,37.15,815,24,69,0
356,31.07,488,27,67,1
763,35.19,819,24,75,0
722,31.09,977,26,76,0
715,30.5,977,26,79,2
684,31.48,1000,27,84,2
661,33.63,917,27,90,2
702,45.26,816,23,63,0
756,34.8,822,25,74,0
777,33.33,815,25,74,0
758,35.58,816,25,74,0
696,39.39,978,25,67,0
646,49.85,87,26,76,1
684,32.36,980,26,81,2
775,33.14,818,25,76,0
701,30.11,1000,27,83,2
752,41.74,212,25,73,1
666,32.26,998,27,87,2
735,36.95,822,25,74,0
570,40.33,139,27,72,1
778,31.48,822,25,77,0
777,33.33,818,25,74,0
623,40.44,408,24,90,1
726,43.5,813,23,64,0
678,42.89,219,29,70,1
770,34.02,819,25,73,0
771,33.63,818,25,74,0
774,37.54,821,24,69,0
788,35.97,815,24,70,0
523,31.47,259,24,86,1
661,32.94,999,27,86,2
699,39.88,978,25,66,0
648,34.21,1000,27,84,2
778,33.33,816,25,74,0
473,40.27,200,28,84,1
779,32.26,823,25,77,0
712,45.36,50,26,75,1
760,34.9,824,25,74,0
618,52,63,26,76,1
782,33.24,815,25,75,0
752,31.31,137,28,75,1
759,35.87,819,25,73,0
752,35.29,822,25,74,0
776,33.92,822,25,74,0
647,31.11,50,28,73,1
745,36.95,679,25,75,0
735,32.75,978,26,71,0
729,41.35,485,25,74,0
482,34.32,187,26,73,1
653,33.14,997,27,89,2
590,43.86,401,29,79,1
461,32.38,272,24,84,1
478,32.9,141,25,66,1
693,30.21,998,27,87,2
730,31.38,977,26,74,0
762,37.18,412,29,67,1
712,28.93,998,27,87,2
643,50.24,78,26,75,1
706,40.4,237,24,90,1
542,38.79,320,27,82,1
347,44.65,60,27,77,1
773,30.89,822,25,78,0
714,34.82,425,26,89,2
784,36.66,814,24,69,0
722,30.11,977,26,79,2
723,41.74,471,25,74,0
778,33.14,818,25,74,0
398,45,231,25,82,1
378,68.23,44,26,75,1
763,33.72,816,25,76,0
719,43.5,1001,23,63,0
765,35.19,817,25,74,0
764,33.14,823,25,76,0
772,33.82,817,25,74,0
719,29.91,977,26,80,2
686,46.82,103,26,75,1
757,34.9,823,25,74,0
788,36.95,815,24,70,0
685,30.89,999,27,88,2
405,41.96,42,27,73,1
736,26.88,999,27,86,2
734,36.95,823,25,74,0
752,36.46,820,25,73,0
739,37.44,686,25,75,0
716,45.06,98,25,73,1
575,34.16,214,29,76,1
762,34.51,820,25,75,0
650,33.43,995,27,89,2
780,32.36,818,25,77,0
763,34.31,822,25,75,0
586,41.15,810,27,90,2
754,35.48,822,25,74,0
775,33.53,815,25,74,0
739,29.42,977,26,76,0
769,31.28,819,25,78,0
701,45.85,106,25,75,1
779,39.69,815,23,65,0
683,31.38,1000,27,85,2
763,33.24,818,25,76,0
692,46.04,108,26,77,1
669,31.87,997,27,89,2
783,40.05,85,25,88,1
741,41.84,813,23,65,0
311,39.92,128,25,66,1
746,36.36,820,25,74,0
728,33.33,978,26,71,0
693,46.04,108,26,76,1
331,34.41,416,26,69,1
740,26.59,999,27,86,2
353,37.66,217,28,66,1
582,32.97,127,27,86,1
529,36.17,404,25,69,1
776,32.16,818,25,77,0
739,37.34,824,25,74,0
666,33.72,977,26,81,2
782,35,815,24,73,0
751,36.56,818,25,73,0
780,36.07,816,24,71,0
785,38.61,820,23,65,0
761,34.31,822,24,75,0
726,38.22,820,25,73,0
784,33.14,816,24,76,0
640,35.87,977,26,80,2
405,39.27,368,28,78,1
747,36.85,819,25,73,0
598,40.08,806,27,90,2
307,42.16,401,24,66,1
653,49.27,63,26,76,1
783,33.24,815,25,75,0
770,33.82,816,25,76,0
715,33.43,977,26,72,0
657,32.84,997,27,89,2
678,47.51,105,26,75,1
702,45.85,55,26,76,1
735,38.61,822,25,72,0
763,33.63,819,25,75,0
423,39.91,302,28,74,1
613,52.3,62,26,75,1
648,49.76,88,26,76,1
774,38.51,821,24,68,0
384,33.34,146,28,86,1
750,35.48,789,25,75,0
672,44.92,246,28,80,1
698,39,978,25,67,0
445,37.61,211,28,81,1
652,37.83,685,27,90,2
702,30.89,106,29,88,2
784,35,815,24,72,0
669,36.26,482,25,80,0
757,34.21,821,25,75,0
703,45.16,819,23,63,0
785,35.58,817,24,72,0
758,34.9,808,25,74,0
733,29.91,977,26,77,2
701,40.54,299,29,79,1
656,32.94,996,27,89,2
777,30.89,816,25,79,0
605,52.88,67,26,77,1
731,29.81,977,26,77,2
587,43.49,101,28,87,1
734,32.94,978,26,71,0
706,45.65,96,25,74,1
745,29.81,978,26,75,0
722,42.82,312,25,74,1
727,31.28,977,26,74,0
780,32.06,821,25,77,0
611,33.96,415,27,68,1
778,33.33,821,25,75,0
697,44.09,240,26,69,1
392,67.16,43,26,74,1
605,52.79,67,26,77,1
331,34.74,316,28,85,1
695,30.89,1000,27,82,2
746,42.03,813,23,64,0
360,44.2,140,29,90,1
462,37.76,69,29,85,1
723,44.48,116,25,74,1
738,38.32,653,25,74,0
737,29.42,977,26,77,2
726,41.25,506,25,74,0
516,39.13,479,25,73,1
786,35,815,24,73,0
689,46.73,103,25,75,1
773,34.02,821,24,76,0
724,38.61,822,25,73,0
662,44.25,223,27,67,1
788,36.46,819,24,70,0
409,36.56,204,27,89,1
641,34.12,999,27,87,2
716,45.06,99,25,73,1
632,51.22,65,26,75,1
775,37.63,814,24,69,0
685,47.02,104,26,75,1
773,34.02,821,24,76,0
798,43.65,430,24,78,0
766,33.33,819,25,76,0
765,35.29,822,25,74,0
392,43.51,475,24,65,1
719,44.87,103,25,73,1
754,35.39,819,25,74,0
606,52.69,67,26,77,1
703,45.06,813,23,63,0
761,35.09,822,25,74,0
742,29.62,977,26,75,0
474,43.4,411,24,74,1
707,28.93,998,27,89,2
702,29.42,999,27,88,2
733,38.81,639,25,74,0
552,34.53,217,28,79,1
433,43.28,358,28,72,1
709,43.21,440,29,79,1
785,34.9,820,24,72,0
785,36.46,819,24,71,0
751,36.07,822,25,74,0
374,37.32,233,25,87,1
789,32.67,44,26,77,1
424,30.75,454,27,83,2
731,27.37,999,27,86,2
351,43.93,99,24,77,1
778,39.98,816,23,64,0
396,35.24,260,28,84,1
753,35.09,821,25,75,0
659,48.88,100,26,75,1
354,39.69,470,26,66,1
662,41.4,385,29,82,1
787,36.66,821,24,70,0
688,46.53,105,26,76,1
775,33.33,817,25,75,0
750,41.84,209,25,73,1
768,34.83,459,24,86,0
710,45.45,48,26,76,1
782,30.3,815,25,78,0
787,38.22,820,24,67,0
699,39.2,978,25,67,0
789,35.97,821,24,71,0
702,43.21,978,25,64,0
720,28.05,999,27,88,2
783,36.17,820,24,71,0
663,48.58,57,26,76,1
787,36.56,814,24,70,0
568,36.85,72,25,75,1
703,40.76,978,25,65,0
387,44.71,200,27,84,1
446,34.26,375,27,69,1
667,48.19,103,26,76,1
667,32.45,999,27,86,2
704,42.33,978,25,66,0
736,30.6,977,26,74,0
698,31.18,884,27,90,2
780,30.23,214,28,87,2
628,51.32,63,26,75,1
723,33.53,978,26,71,0
699,46.04,106,25,74,1
540,38.11,294,27,78,1
703,42.62,978,25,64,0
702,41.08,472,24,76,0
736,38.71,638,25,74,0
568,40.31,408,29,74,1
674,31.48,998,27,89,2
750,41.74,215,25,73,1
658,35.17,377,26,85,2
368,30.66,45,26,65,1
661,36.46,728,27,90,2
652,49.66,63,26,76,1
714,44.18,817,23,63,0
668,48.09,104,26,76,1
685,39.03,291,25,84,1
782,33.14,818,25,75,0
784,36.95,814,24,70,0
768,30.99,821,25,79,0
713,44.18,978,24,63,0
776,33.33,815,25,75,0
739,29.81,977,26,76,0
759,36.17,821,25,72,0
723,30.3,977,26,77,2
773,33.04,817,25,75,0
775,37.63,814,24,69,0
646,49.85,87,26,76,1
711,45.36,96,25,74,1
382,44.95,435,28,88,1
703,35.68,978,26,71,0
711,34.21,978,26,71,0
690,30.79,959,27,90,2
736,29.62,977,26,77,2
764,33.14,816,25,76,0
763,34.31,816,25,75,0
704,29.62,999,27,85,2
630,51.22,63,26,76,1
704,29.42,998,27,86,2
497,34.48,498,28,73,1
728,43.11,814,23,64,0
637,36.27,977,26,81,2
763,35.09,822,24,76,0
695,29.81,998,27,88,2
711,33.43,978,26,73,0
755,35.09,822,25,74,0
719,44.87,100,25,74,1
758,36.95,819,25,72,0
638,50.73,66,26,76,1
726,31.48,977,26,74,0
759,35.19,782,25,75,0
652,37.83,685,27,90,2
726,43.6,189,25,73,1
724,41.94,978,24,64,0
736,42.23,284,25,73,1
780,36.95,819,24,69,0
535,41.94,229,27,80,1
652,33.24,996,27,89,2
715,33.43,978,26,72,0
777,33.53,820,24,77,0
405,39.58,99,29,65,1
652,33.33,989,27,89,2
694,30.11,999,27,88,2
686,46.92,103,26,75,1
415,42.96,244,27,79,1
766,35.09,819,25,74,0
492,44.85,202,26,87,1
783,31.87,817,25,77,0
771,33.43,817,25,75,0
716,44.97,99,25,74,1
605,52.88,67,26,76,1
630,51.42,66,26,75,1
685,47.02,104,26,75,1
743,37.24,818,25,73,0
736,26.88,999,27,86,2
713,34.9,978,26,71,0
689,47.12,54,26,76,1
780,32.55,821,25,77,0
703,39.98,978,25,65,0
754,35.19,815,25,74,0
723,35.19,978,26,69,0
699,39,978,25,67,0
695,46.73,55,26,77,1
737,26.78,999,27,86,2
682,31.67,999,27,85,2
717,29.03,1000,27,83,2
459,31.8,333,24,85,1
711,28.64,997,27,88,2
748,36.17,782,25,75,0
490,31.66,362,26,74,1
779,38.91,814,24,68,0
789,35.97,821,24,71,0
783,38.42,816,24,67,0
419,42.88,346,26,86,1
614,36.07,998,27,89,2
650,33.72,1000,27,85,2
650,33.43,995,27,89,2
762,37.18,412,29,67,1
535,36.56,335,25,69,1
737,38.61,631,25,74,0
753,41.35,820,23,66,0
727,42.82,295,25,73,1
752,44.12,326,28,74,1
488,38.41,109,24,87,1
782,39.59,815,23,64,0
725,39.1,820,25,73,0
748,29.23,977,26,75,0
705,42.13,977,25,65,0
342,36.91,109,27,87,1
776,33.24,821,25,75,0
531,36.14,117,27,65,1
644,49.66,67,26,74,1
538,34.51,205,28,82,1
696,44.48,978,24,63,0
781,39.78,816,23,64,0
666,32.16,989,27,89,2
663,32.22,341,29,89,2
667,32.06,998,27,88,2
759,36.07,824,25,73,0
724,43.4,814,23,64,0
405,41.96,42,27,73,1
676,31.38,999,27,88,2
724,43.11,294,25,73,1
558,41.85,419,26,87,1
733,38.61,653,25,74,0
744,26.69,1000,27,84,2
750,36.66,819,25,73,0
757,35.97,818,25,73,0
662,48.58,101,26,76,1
788,36.95,817,24,70,0
776,32.26,817,25,77,0
758,35,824,25,74,0
758,35.19,816,25,74,0
681,47.21,105,26,75,1
605,52.88,66,26,77,1
760,36.36,823,25,71,0
653,33.53,999,27,86,2
505,39.16,439,24,80,1
623,51.71,63,26,74,1
730,42.13,337,25,74,0
784,34.31,820,24,74,0
645,40.7,221,29,85,1
364,40.11,392,28,86,1
774,33.53,815,24,75,0
756,31.61,228,25,70,0
672,31.67,999,27,88,2
611,52.59,61,26,76,1
748,32.36,978,26,70,0
756,35.19,823,25,74,0
739,36.85,825,25,74,0
648,49.66,89,26,76,1
606,34.15,193,29,66,1
754,36.75,818,25,73,0
660,34.51,977,26,80,2
668,34,351,28,79,2
679,31.18,999,27,88,2
704,37.63,978,25,69,0
730,31.67,978,26,73,0
549,31.84,157,29,82,1
744,29.03,977,26,77,2
300,34.97,151,29,81,1
723,44.48,116,25,73,1
722,30.3,977,26,78,2
760,33.15,90,27,88,2
754,35,816,25,75,0
770,33.72,823,25,75,0
719,44.87,101,25,74,1
767,35,817,25,74,0
775,33.14,820,24,77,0
660,48.97,58,26,77,1
429,30.62,266,24,78,1
680,30.39,283,29,85,2
718,43.79,978,23,64,0
758,35.48,815,25,74,0
786,37.44,821,24,68,0
780,37.83,814,24,68,0
741,35.87,823,25,74,0
637,36.27,977,26,81,2
638,50.64,73,26,74,1
699,39,978,25,67,0
658,33.43,999,27,85,2
666,48.19,102,26,76,1
759,34.6,817,25,75,0
740,36.75,818,25,74,0
786,35,815,24,73,0
644,42.21,317,24,83,1
730,37.93,823,25,73,0
699,39.59,978,25,67,0
616,52.1,66,26,75,1
429,30.62,266,24,78,1
764,35.68,819,25,73,0
774,33.72,818,25,74,0
750,37.05,818,25,72,0
524,31.57,181,24,66,1
743,36.07,819,25,74,0
789,36.17,815,24,70,0
786,38.22,815,24,67,0
712,45.36,97,25,74,1
345,37.82,45,24,69,1
702,32.16,977,26,77,2
770,40.33,45,27,76,1
623,51.81,63,26,75,1
657,34.02,912,27,90,2
676,31.38,999,27,88,2
309,40.57,59,27,86,1
794,38.61,349,25,74,0
715,35.78,978,26,69,0
740,42.13,820,23,66,0
702,32.16,977,26,77,2
404,35.4,211,29,74,1
724,44.18,135,25,74,1
689,31.96,977,26,79,2
776,33.63,816,25,76,0
731,37.05,819,25,74,0
743,26.39,999,27,85,2
755,35.19,818,25,74,0
719,44.87,102,25,74,1
759,34.8,820,25,74,0
770,33.82,817,25,76,0
762,36.56,822,25,72,0
714,34.96,338,28,90,2
765,34.21,815,25,75,0
717,44.09,820,23,64,0
781,30.11,815,25,79,0
729,43.21,820,23,63,0
750,41.74,221,25,73,1
763,35.78,821,25,73,0
668,32.65,1000,27,84,2
759,35.19,821,25,74,0
568,40.31,408,29,74,1
543,35.45,101,24,77,1
749,35.58,819,25,74,0
734,43.11,184,25,73,1
659,32.75,997,27,89,2
754,36.56,824,25,72,0
713,29.03,1000,27,84,2
643,34.31,969,27,89,2
679,31.28,998,27,87,2
759,36.95,822,25,72,0
285,74.49,35,28,73,1
648,33.92,966,27,90,2
303,40.97,138,27,89,1
675,47.9,56,26,75,1
754,35.48,819,25,74,0
703,36.75,978,26,70,0
769,33.14,820,25,75,0
749,35.19,817,25,76,0
667,32.26,999,27,87,2
784,32.75,818,25,76,0
565,33.79,338,25,67,1
692,45.94,107,26,78,1
639,50.54,67,26,76,1
725,38.71,818,25,73,0
763,36.66,824,25,72,0
781,35.87,815,24,72,0
722,31.67,978,26,74,0
697,30.79,1000,27,81,2
726,30.89,977,26,76,0
757,36.85,821,25,72,0
710,45.45,48,26,76,1
637,50.73,65,26,76,1
717,30.79,977,26,77,2
743,36.07,819,25,74,0
655,39.26,409,29,81,2
649,49.85,66,26,76,1
642,34.41,999,27,86,2
706,45.65,96,25,74,1
786,35,820,24,73,0
692,34.42,302,26,85,2
768,34.73,54,29,75,1
698,44.87,978,24,64,0
784,36.56,818,24,70,0
693,30.11,998,27,87,2
782,33.24,820,25,75,0
715,33.43,978,26,72,0
664,32.45,999,27,87,2
655,32.94,998,27,89,2
577,34.45,183,28,82,1
752,41.74,212,25,73,1
650,33.43,995,27,89,2
766,39.78,814,24,68,0
753,34.8,817,25,75,0
713,44.67,52,26,76,1
773,34.02,821,24,76,0
699,44.09,977,24,64,0
705,29.91,1000,27,84,2
724,32.84,978,26,72,0
766,35,819,25,74,0
635,50.93,71,26,74,1
704,44.13,395,27,80,1
753,38.1,221,28,88,2
746,35.87,823,25,74,0
758,35.48,816,24,76,0
796,30.86,107,26,73,0
717,28.54,1000,27,84,2
747,41.74,814,23,65,0
786,37.05,819,24,69,0
730,31.57,978,26,73,0
780,33.14,820,25,76,0
712,32.84,978,26,74,0
784,36.27,818,24,71,0
788,36.27,818,24,70,0
729,38.42,817,25,73,0
747,36.07,825,25,74,0
704,40.86,978,25,65,0
714,45.16,98,25,74,1
722,32.84,978,26,72,0
661,48.97,58,26,76,1
692,30.21,999,27,88,2
673,31.77,999,27,87,2
711,36.75,978,26,70,0
785,39.28,326,26,76,0
751,35.97,819,25,74,0
772,33.33,821,25,75,0
654,33.14,996,27,89,2
779,40.18,196,24,86,0
702,32.26,977,26,78,2
719,44.87,102,25,73,1
768,38.51,816,24,68,0
706,29.91,1000,27,83,2
664,32.45,999,27,87,2
661,33.72,1000,27,82,2
755,41.64,200,25,73,1
780,39.2,820,23,66,0
768,38.51,816,24,68,0
631,51.32,66,26,74,1
759,35,819,25,74,0
777,31.48,823,25,78,0
361,44.91,231,26,89,1
661,32.75,999,27,86,2
770,33.63,820,25,75,0
782,39.3,818,23,66,0
576,42.82,750,27,90,2
776,32.65,823,25,76,0
730,37.83,819,25,74,0
737,42.13,290,25,73,1
755,35.09,818,25,74,0
744,36.85,819,25,73,0
643,50.15,80,26,76,1
774,33.53,818,25,74,0
754,35.39,822,25,74,0
689,46.53,103,26,75,1
717,32.75,977,26,73,0
786,34.6,822,24,73,0
345,32.54,404,28,72,1
697,38.91,978,25,67,0
778,32.45,820,25,74,0
673,32.45,1000,27,84,2
763,39.3,818,24,68,0
730,37.83,817,25,73,0
649,34.12,1000,27,85,2
741,42.91,148,25,73,1
777,38.22,819,24,68,0
653,49.27,95,26,76,1
704,42.33,978,25,65,0
445,43.61,66,27,90,1
775,38.87,105,26,82,1
653,34.21,920,27,90,2
758,35.09,816,25,74,0
759,32.27,250,26,74,0
349,40.89,191,29,75,1
788,37.54,814,24,68,0
712,44.97,51,26,75,1
705,29.03,997,27,89,2
746,41.64,820,23,65,0
436,39.67,58,29,79,1
405,39.28,292,29,87,1
705,45.65,100,25,74,1
754,39.39,816,24,68,0
685,47.02,104,26,75,1
651,33.24,995,27,89,2
684,32.85,106,25,79,1
755,34.7,823,25,74,0
773,33.24,822,25,75,0
700,36.56,978,26,69,0
756,40.96,814,23,65,0
786,35.87,816,24,71,0
690,32.26,977,26,80,2
586,38.42,998,27,89,2
408,33.14,101,25,66,1
727,42.23,332,25,74,1
713,44.77,52,26,76,1
678,47.41,105,26,75,1
723,30.21,977,26,78,2
729,33.82,978,26,69,0
706,31.38,977,26,78,2
756,35.09,819,25,74,0
739,42.62,813,23,63,0
758,34.7,817,25,75,0
702,32.26,977,26,78,2
757,35.68,811,25,74,0
743,42.52,180,25,73,1
764,33.63,819,25,75,0
702,43.01,978,25,65,0
781,30.3,816,25,79,0
766,34.21,822,25,76,0
570,43.96,257,24,65,1
757,35,818,25,74,0
735,37.63,819,25,74,0
759,36.95,822,25,72,0
729,37.83,823,25,73,0
784,33.14,816,24,76,0
477,33.36,122,27,68,1
604,37.82,427,26,78,1
689,46.33,106,26,76,1
752,35.78,820,25,74,0
708,29.62,1000,27,84,2
722,44.18,133,25,73,1
722,30.4,977,26,77,2
782,37.73,819,24,68,0
751,38.57,59,24,86,1
753,41.74,214,25,73,1
779,32.26,820,25,76,0
690,30.4,998,27,87,2
680,32.7,137,28,86,2
726,31.45,207,24,73,0
723,33.53,978,26,71,0
519,34.07,255,24,71,1
621,51.81,62,26,75,1
641,50.15,79,26,75,1
727,34.05,370,28,69,1
720,28.64,938,27,89,2
748,36.75,726,25,75,0
777,31.28,823,25,78,0
521,40.43,102,27,68,1
605,52.79,67,26,77,1
597,32.68,235,25,68,1
709,34.41,978,26,71,0
693,45.75,108,26,78,1
739,38.32,817,25,72,0
384,67.94,43,26,74,1
654,49.46,63,26,77,1
760,34.6,800,25,75,0
604,39.98,797,27,90,2
393,67.06,44,26,74,1
782,33.33,815,25,74,0
718,44.87,103,25,73,1
757,35.09,812,25,74,0
723,29.72,977,26,80,2
769,33.43,821,25,75,0
665,34.21,977,26,80,2
759,36.66,823,25,72,0
756,36.36,822,25,73,0
783,35.78,822,24,72,0
781,37.34,821,24,70,0
703,42.62,978,25,64,0
620,51.91,62,26,75,1
770,34.21,818,25,74,0
702,43.49,146,29,71,1
792,36.85,815,24,68,0
733,41.84,351,25,74,0
659,32.75,997,27,89,2
666,48.29,102,26,76,1
719,44.87,102,25,73,1
739,42.52,817,23,63,0
755,37.44,819,25,71,0
621,41.64,590,27,90,2
749,29.23,977,26,75,0
752,35.29,822,25,74,0
766,35.19,819,25,74,0
468,39.78,211,26,84,1
716,30.79,977,26,78,2
703,43.6,978,25,64,0
728,30.5,977,26,76,0
437,32.85,101,29,84,1
720,44.67,104,25,73,1
717,30.6,977,26,78,2
721,28.74,1000,27,83,2
412,66.47,32,29,55,1
743,42.62,158,25,73,1
774,34.21,816,25,74,0
692,46.04,108,26,77,1
732,37.24,817,25,74,0
784,36.36,821,24,71,0
754,36.75,818,25,73,0
738,36.46,822,25,74,0
703,36.75,978,26,70,0
720,28.35,999,27,84,2
575,34.53,346,28,84,2
719,44.87,100,25,74,1
302,38.91,463,25,65,1
763,41.06,820,23,64,0
698,30.42,323,29,83,2
701,29.42,999,27,88,2
745,35.78,823,25,74,0
757,35.29,815,25,74,0
708,45.55,96,25,74,1
738,26.88,999,27,86,2
784,33.33,820,24,76,0
757,37.05,817,25,72,0
673,48.19,56,26,75,1
743,36.46,762,25,75,0
691,46.04,108,26,76,1
692,30.3,998,27,87,2
773,33.72,820,25,74,0
785,39.3,820,23,64,0
540,44.24,53,28,84,1
716,30.69,977,26,78,2
760,35.87,822,25,73,0
756,35,818,25,74,0
644,35.48,977,26,81,2
657,35.61,47,28,75,1
423,36.59,320,26,68,1
783,39.42,440,29,90,2
726,38.32,823,25,73,0
759,35.29,822,25,74,0
745,29.03,977,26,77,2
649,49.56,92,26,76,1
707,45.55,96,25,74,1
734,40.86,429,25,74,0
724,43.7,187,25,73,1
718,43.6,979,23,64,0
692,30.3,999,27,88,2
759,33.63,819,25,76,0
401,43.01,478,24,77,1
702,30.21,1000,27,83,2
740,30.36,343,29,68,1
662,33.63,922,27,90,2
635,50.83,65,26,76,1
646,34.12,973,27,89,2
764,33.43,818,25,76,0
773,33.92,815,24,76,0
571,44.05,241,28,84,1
645,33.82,998,27,89,2
722,39.2,818,25,72,0
752,35.09,819,25,74,0
690,33.84,349,29,81,2
733,38.91,818,25,72,0
656,33.24,999,27,85,2
762,36.44,100,27,88,2
743,33.33,819,25,78,0
754,41.74,198,25,73,1
736,30.11,977,26,75,0
754,35,818,25,75,0
737,36.18,215,24,86,0
657,32.84,996,27,89,2
786,37.44,821,24,68,0
311,39.92,128,25,66,1
657,32.84,995,27,89,2
764,36.17,824,25,72,0
757,35.09,824,25,74,0
688,46.73,103,26,74,1
753,35.87,820,25,73,0
742,26.49,999,27,86,2
736,29.62,977,26,77,2
490,31.18,426,28,84,2
786,38.71,821,23,66,0
659,48.97,99,26,75,1
714,44.18,820,23,63,0
733,39,823,25,72,0
494,38.75,251,27,86,1
747,40.18,284,25,77,0
702,46.04,55,26,76,1
754,36.46,824,25,73,0
318,72.24,39,28,74,1
334,38.35,319,25,71,1
353,33.15,92,28,68,1
782,32.84,823,25,76,0
782,36.27,820,24,71,0
749,32.27,144,28,88,2
670,47.9,104,26,76,1
309,72.24,40,29,69,1
698,43.99,977,24,63,0
741,42.91,148,25,73,1
767,33.82,821,25,75,0
665,48.58,56,26,76,1
745,31.61,428,29,72,2
770,43.49,274,26,88,1
638,50.73,65,26,76,1
726,42.42,316,25,74,1
369,39.77,237,29,89,1
716,45.06,98,25,74,1
698,31.57,977,26,80,2
782,33.14,821,25,75,0
712,44.87,51,26,76,1
763,33.72,816,25,76,0
609,52.49,61,26,75,1
711,36.17,978,26,69,0
652,38.68,212,28,85,1
772,33.82,817,25,74,0
782,33.04,820,25,75,0
738,40.76,454,25,74,0
703,40.76,978,25,65,0
699,29.52,994,27,89,2
659,38.02,317,27,86,2
644,39.1,642,27,90,2
468,44.93,40,28,83,1
328,39.46,364,25,65,1
692,46.04,108,26,76,1
728,30.21,977,26,77,2
726,42.62,310,25,74,1
612,52.49,61,26,75,1
759,35,819,25,74,0
