Water Level,Moisture Percentage,Light Intensity,Temperature,Humidity,Cluster
698,45.06,978,24,64,0
679,31.18,999,27,88,2
700,46.04,106,25,75,1
752,41.74,212,25,73,1
755,34.51,818,25,74,0
785,36.95,820,24,69,0
776,33.53,816,25,74,0
629,39.14,353,27,79,1
612,52.39,61,26,76,1
739,40.28,261,26,84,1
747,36.85,819,25,73,0
320,33.12,222,25,82,1
691,30.4,983,27,89,2
789,36.46,821,24,70,0
679,31.28,998,27,89,2
719,43.79,977,23,65,0
737,29.42,977,26,77,2
671,33.53,977,26,81,2
651,33.82,1000,27,85,2
756,37.22,145,24,68,0
725,38.71,819,25,73,0
713,35.19,978,26,70,0
782,33.33,815,25,75,0
780,32.55,819,25,76,0
675,32.55,1000,27,82,2
670,32.94,1000,27,82,2
782,32.84,823,25,76,0
743,42.82,157,25,73,1
486,43.7,74,28,85,1
736,26.88,999,27,86,2
783,36.07,816,24,71,0
776,33.92,821,25,74,0
642,30.14,231,27,82,2
659,32.75,991,27,89,2
664,32.84,1000,27,84,2
702,45.36,816,23,63,0
623,51.81,63,26,74,1
783,32.84,818,25,76,0
709,45.55,50,26,75,1
656,34.02,915,27,90,2
746,36.36,818,25,74,0
566,38.48,259,24,70,1
679,42.45,43,25,82,1
682,47.12,105,26,75,1
778,33.33,816,25,74,0
740,26.59,999,27,86,2
604,37.05,998,27,89,2
639,50.64,75,26,75,1
752,35.29,818,25,74,0
482,42.24,102,25,73,1
629,35.09,998,27,89,2
756,35.39,819,25,74,0
776,30.5,815,25,79,0
680,32.26,1000,27,81,2
693,30.11,998,27,87,2
644,34.31,999,27,86,2
714,44.09,249,25,73,1
649,33.82,999,27,87,2
688,30.99,999,27,85,2
342,36.91,109,27,87,1
736,42.23,279,25,73,1
751,41.54,817,23,64,0
457,37.75,329,27,68,1
781,32.75,817,25,76,0
674,31.67,998,27,87,2
709,38.37,212,26,84,1
765,35.19,817,25,74,0
712,30.69,977,26,79,2
606,36.51,462,25,75,1
761,35.09,819,25,74,0
672,31.77,998,27,89,2
326,42.07,362,28,86,1
755,41.64,199,25,73,1
523,39.19,360,27,67,1
663,32.45,999,27,87,2
715,34.8,978,26,71,0
613,36.08,36,28,78,1
758,36.95,819,25,72,0
767,33.53,820,25,75,0
700,44.97,978,24,63,0
643,49.76,66,26,75,1
756,35.97,825,25,73,0
675,31.57,999,27,87,2
729,37.83,823,25,73,0
727,43.11,818,23,63,0
758,35.48,816,24,76,0
703,29.23,998,27,88,2
583,39.7,209,26,71,1
764,34.51,822,25,74,0
737,32.65,978,26,71,0
761,40.18,815,24,68,0
642,34.51,999,27,86,2
733,39.2,819,25,71,0
744,42.33,196,25,73,1
750,36.66,721,25,75,0
724,44.09,143,25,74,1
756,34.21,818,25,75,0
352,35.57,436,24,71,1
724,38.61,822,25,73,0
401,33.18,418,25,65,1
760,34.12,818,25,75,0
747,40.18,284,25,77,0
703,45.75,103,25,75,1
667,48.09,104,26,76,1
589,42.6,113,28,73,1
543,35.45,101,24,77,1
775,34.12,817,25,74,0
776,30.99,821,25,79,0
730,37.83,819,25,73,0
697,30.3,1000,27,84,2
308,44,74,28,82,1
759,35.87,819,25,73,0
652,49.27,95,26,76,1
593,40.57,816,27,90,2
702,29.91,1000,27,84,2
758,35,817,25,74,0
782,30.6,815,25,79,0
715,44.28,819,23,63,0
701,44.97,977,24,63,0
733,42.82,813,23,65,0
700,31.87,977,26,78,2
764,33.33,816,25,76,0
702,45.75,106,25,76,1
726,38.12,822,25,73,0
604,39.88,794,27,90,2
749,29.23,977,26,75,0
761,34.7,823,25,76,0
702,45.26,814,23,63,0
722,33.72,978,26,71,0
675,47.61,104,26,75,1
623,51.81,63,26,75,1
695,38.51,978,25,67,0
779,33.43,821,25,74,0
446,34.26,375,27,69,1
684,47.41,54,26,76,1
404,35.4,211,29,74,1
779,33.24,818,25,76,0
673,31.77,999,27,87,2
781,33.33,815,25,74,0
784,34.21,822,24,74,0
703,35.78,978,26,70,0
327,35.09,473,25,90,1
771,40.96,55,24,86,1
677,47.61,105,26,75,1
713,28.64,998,27,87,2
758,36.66,824,25,72,0
314,33.12,466,25,67,1
722,32.16,978,26,73,0
752,35.3,392,26,65,0
718,33.24,978,26,72,0
683,47.41,54,26,76,1
624,41.15,607,27,90,2
702,32.26,977,26,77,2
776,31.38,819,25,78,0
514,41.01,83,26,76,1
676,31.57,999,27,87,2
674,47.7,104,26,75,1
765,33.33,819,25,76,0
730,37.83,817,25,73,0
630,35.39,999,27,86,2
763,33.43,818,25,75,0
735,41.45,373,25,74,0
702,46.04,55,26,76,1
663,32.45,999,27,87,2
649,33.43,997,27,89,2
725,37.93,822,25,73,0
700,30.6,1000,27,81,2
754,35.39,819,25,74,0
626,40.76,621,27,90,2
405,39.58,99,29,65,1
743,36.46,762,25,75,0
702,46.04,55,26,76,1
652,33.33,989,27,89,2
722,38.81,822,25,73,0
306,42.39,385,28,65,1
703,43.11,977,25,64,0
705,40.18,978,25,65,0
670,47.9,104,26,76,1
612,43.08,416,26,87,1
779,33.63,822,25,74,0
681,31.09,999,27,88,2
645,50.24,68,26,76,1
754,34.31,823,25,75,0
613,36.17,998,27,89,2
754,35,815,25,75,0
725,43.4,818,23,64,0
676,31.48,999,27,87,2
732,37.15,822,25,74,0
772,33.72,815,25,74,0
696,31.28,891,27,90,2
776,33.33,815,25,75,0
708,34.31,978,26,71,0
782,39.3,820,23,66,0
789,31.02,262,27,66,0
741,36.75,823,25,74,0
753,36.36,821,25,73,0
369,69.01,39,31,57,1
695,46.04,108,26,76,1
691,44.12,50,24,77,1
680,31.48,999,27,85,2
351,69.89,32,29,59,1
600,39.78,828,27,90,2
681,31.48,1000,27,85,2
690,30.3,998,27,89,2
752,35.68,758,25,75,0
760,34.9,822,25,74,0
590,31.34,229,27,68,1
764,40.37,818,23,65,0
782,35,817,24,73,0
726,38.91,818,25,72,0
673,31.67,998,27,89,2
708,29.52,1000,27,84,2
724,44.09,143,25,74,1
592,42.02,394,26,90,1
552,43.76,120,28,83,1
468,44.49,369,29,72,1
757,34.8,822,25,75,0
705,29.81,1000,27,84,2
677,47.51,105,26,75,1
702,29.33,998,27,88,2
744,42.72,156,25,73,1
348,43.85,162,26,77,1
631,51.22,65,26,76,1
659,32.75,991,27,89,2
715,45.06,50,26,75,1
785,39.28,326,26,76,0
772,34.21,821,25,74,0
622,35.68,998,27,89,2
603,52.98,62,26,76,1
368,42.97,460,24,73,1
708,29.62,1000,27,83,2
714,44.38,819,23,64,0
708,29.03,998,27,87,2
725,30.3,977,26,77,2
770,30.85,438,24,78,0
729,33.72,978,26,69,0
785,35,822,24,73,0
766,33.82,818,25,75,0
592,31.01,198,26,83,1
778,32.65,819,25,75,0
737,43.21,146,25,74,1
684,32.06,903,27,90,2
614,41.94,594,27,90,2
712,30.79,977,26,79,2
702,43.79,977,25,64,0
535,36.56,335,25,69,1
750,41.74,215,25,73,1
740,37.24,824,25,73,0
739,32.06,978,26,72,0
656,49.27,60,26,77,1
769,33.53,816,25,75,0
697,44.09,978,24,64,0
648,49.85,67,26,76,1
764,35.39,821,24,75,0
734,37.83,718,25,75,0
687,30.5,991,27,89,2
743,37.15,824,25,73,0
761,33.33,822,25,76,0
614,52.2,61,26,75,1
645,34.41,1000,27,84,2
699,32.45,977,26,78,2
680,30.39,283,29,85,2
735,32.94,978,26,71,0
675,32.06,999,27,85,2
772,34.21,816,25,74,0
743,37.93,822,25,72,0
662,32.75,1000,27,84,2
785,36.46,821,24,71,0
707,45.55,96,25,74,1
740,42.77,470,24,78,0
779,33.51,274,27,81,2
664,48.68,57,26,76,1
754,35.09,822,25,74,0
770,39.48,50,26,70,1
760,34.51,816,25,75,0
546,30.99,392,27,81,2
717,30.6,977,26,78,2
776,31.18,817,25,79,0
625,51.71,66,26,75,1
726,32.55,977,26,72,0
726,43.21,814,23,64,0
724,38.81,817,25,73,0
779,31.87,824,25,76,0
536,40.94,432,29,87,2
697,46.14,107,25,74,1
702,37.15,978,26,70,0
457,37.75,329,27,68,1
373,34.16,285,24,75,1
710,45.55,48,26,76,1
612,41.15,669,27,90,2
634,35.19,999,27,86,2
684,47.02,104,26,75,1
775,33.63,821,25,76,0
649,32.91,148,26,73,1
673,31.77,999,27,87,2
786,36.27,821,24,70,0
688,31.28,1000,27,84,2
764,36.27,815,24,74,0
644,49.66,67,26,74,1
724,44.18,141,25,74,1
695,45.94,109,26,76,1
643,40.02,298,28,87,2
693,30.21,999,27,87,2
706,29.52,961,27,90,2
725,31.57,977,26,74,0
713,30.89,977,26,78,2
752,35.29,821,25,74,0
726,40.66,553,25,74,0
648,34.02,999,27,86,2
723,44.48,118,25,73,1
687,30.5,994,27,89,2
772,38.22,821,24,68,0
764,40.37,820,23,65,0
351,31.91,110,28,75,1
757,36.46,817,24,74,0
754,34.9,824,25,76,0
655,33.04,996,27,89,2
766,34.13,342,25,74,0
712,35,978,26,71,0
528,37.55,56,25,74,1
690,30.3,987,27,89,2
762,41.15,816,23,64,0
730,38.22,702,25,75,0
602,34.06,309,28,78,1
702,29.33,998,27,88,2
666,32.16,989,27,89,2
689,30.5,999,27,86,2
610,35.73,462,26,81,1
594,37.83,998,27,89,2
655,33.53,1000,27,84,2
719,44.87,101,25,73,1
749,44.93,48,28,76,1
780,30.6,815,25,79,0
653,33.63,999,27,86,2
760,34.51,820,25,75,0
758,35,819,25,75,0
603,52.98,62,26,76,1
659,32.75,997,27,89,2
770,34.7,822,25,74,0
704,29.42,998,27,86,2
686,46.92,103,26,75,1
747,36.07,820,25,74,0
755,34.8,818,25,75,0
732,36.97,232,29,83,2
766,34.51,821,25,74,0
527,31.07,45,24,79,1
746,40.59,289,29,83,2
686,46.24,55,25,69,1
639,50.54,76,26,75,1
539,35.59,438,25,86,1
656,32.94,998,27,88,2
738,42.23,281,25,73,1
725,30.99,977,26,76,0
688,40.11,74,26,70,1
359,34.07,197,27,69,1
746,37.24,819,25,73,0
758,39.2,817,24,68,0
788,38.36,244,25,69,0
723,44.38,126,25,73,1
735,30.11,977,26,76,0
651,33.63,999,27,85,2
727,38.12,823,25,73,0
759,35.29,823,25,74,0
734,36.95,823,25,74,0
751,35.48,818,25,75,0
727,38.32,818,25,73,0
680,32.26,1000,27,81,2
780,39.2,820,23,66,0
554,35.85,82,24,87,1
789,35.87,817,24,70,0
727,38.32,818,25,73,0
703,42.52,978,25,65,0
784,39.3,819,23,64,0
309,40.57,59,27,86,1
734,40.86,452,25,74,0
698,29.72,999,27,87,2
719,44.67,104,25,73,1
772,34.51,815,25,73,0
660,32.65,998,27,89,2
777,32.55,817,25,76,0
487,44.58,398,25,65,1
703,31.96,977,26,77,2
785,36.66,816,24,71,0
660,33.14,1000,27,84,2
507,43.24,236,24,73,1
753,36.75,823,25,72,0
722,41.06,540,25,74,0
681,31.28,976,27,89,2
729,29.72,977,26,78,2
778,33.63,820,25,74,0
628,51.52,63,26,75,1
442,44.17,347,29,65,1
748,29.23,977,26,75,0
701,44.97,977,24,63,0
694,30.11,999,27,87,2
749,35.68,823,25,74,0
696,38.91,978,25,66,0
630,36.03,423,24,68,0
701,31.28,869,27,90,2
326,38.61,158,29,81,1
389,67.25,43,26,75,1
432,31.27,99,27,66,1
331,34.41,416,26,69,1
726,38.91,818,25,72,0
757,34.21,821,25,75,0
482,42.24,102,25,73,1
690,46.33,105,26,76,1
721,36.53,247,25,88,2
576,42.91,745,27,90,2
555,41.48,304,24,88,1
682,30.89,998,27,89,2
784,33.24,820,25,75,0
718,44.09,817,23,64,0
726,43.5,819,23,64,0
782,32.94,816,25,76,0
749,35.29,821,25,75,0
762,36.27,821,25,72,0
782,33.24,816,25,75,0
645,50.15,68,26,76,1
708,29.33,1000,27,85,2
618,52,63,26,76,1
695,31.87,977,26,79,2
772,34.21,821,25,74,0
579,42.91,723,27,90,2
730,27.37,999,27,86,2
683,31.38,1000,27,85,2
726,34.9,978,26,68,0
615,36.17,998,27,89,2
667,32.06,998,27,89,2
382,44.95,435,28,88,1
735,38.03,823,25,73,0
628,51.32,64,26,75,1
680,31.77,1000,27,84,2
687,46.63,103,26,75,1
718,44.87,103,25,73,1
418,31.77,87,26,89,1
347,42.76,375,27,65,1
695,46.04,108,26,76,1
695,39.2,978,25,66,0
485,36.49,200,25,80,1
691,32.45,977,26,79,2
765,34.7,819,25,74,0
780,30.99,815,25,79,0
739,27.37,1000,27,82,2
731,42.72,263,25,73,1
623,51.81,63,26,74,1
698,37.83,978,25,67,0
726,41.25,506,25,74,0
698,29.72,987,27,89,2
738,26.69,999,27,86,2
627,40.46,75,27,85,1
643,50.05,67,26,75,1
739,38.32,818,25,72,0
752,35.78,817,25,74,0
773,34.41,818,25,74,0
692,45.94,108,26,78,1
767,33.82,821,25,75,0
625,51.71,62,26,75,1
671,48.39,56,26,75,1
707,45.65,48,26,76,1
738,36.46,822,25,74,0
338,43.1,194,25,65,1
639,34.7,999,27,86,2
666,32.36,999,27,87,2
723,29.81,977,26,79,2
692,31.96,977,26,80,2
656,33.14,998,27,89,2
713,44.77,52,26,76,1
698,29.62,999,27,88,2
764,33.43,821,25,76,0
677,31.48,999,27,87,2
723,32.84,978,26,72,0
425,30.85,436,28,68,1
746,35.68,821,25,74,0
770,33.43,822,25,75,0
760,34.8,824,25,74,0
772,34.31,816,25,74,0
792,36.85,815,24,68,0
644,50.05,85,26,76,1
531,33.29,412,27,71,1
643,50.24,78,26,75,1
774,34.21,815,25,74,0
725,39.1,818,25,72,0
749,29.23,977,26,75,0
788,38.61,817,23,66,0
789,38.61,817,24,66,0
766,39.78,814,24,68,0
702,31.38,977,26,79,2
605,52.88,67,26,77,1
758,34.9,808,25,74,0
666,33.24,1000,27,82,2
784,34.02,819,24,73,0
728,43.11,814,23,64,0
591,32.1,164,26,78,1
649,33.82,999,27,87,2
457,40.53,244,26,89,1
781,30.69,822,25,79,0
665,48.48,57,26,76,1
703,29.42,999,27,86,2
686,46.24,55,25,69,1
713,44.87,51,26,76,1
626,30.09,346,28,85,2
390,67.25,44,26,76,1
689,46.53,103,26,75,1
677,31.48,999,27,87,2
625,41.73,185,28,85,1
731,38.71,817,25,72,0
784,36.56,817,24,70,0
705,45.75,97,25,74,1
707,38.72,138,25,86,1
270,76.05,36,27,68,1
751,37.83,821,25,72,0
351,34.47,426,29,74,1
342,44.83,268,24,73,1
730,27.27,999,27,86,2
711,32.03,248,29,87,2
739,44.49,304,28,85,1
684,47.02,104,26,75,1
746,42.52,159,25,73,1
722,44.57,117,25,73,1
759,34.9,818,25,74,0
747,35.58,816,25,75,0
772,34.8,820,25,73,0
625,51.61,63,26,75,1
656,33.04,988,27,89,2
701,29.42,998,27,88,2
776,33.92,816,25,74,0
717,43.89,247,25,73,1
710,29.33,1000,27,84,2
755,34.31,823,25,75,0
758,35.58,816,25,74,0
683,31.38,999,27,85,2
624,37.93,841,27,90,2
658,33.53,1000,27,84,2
690,32.26,977,26,80,2
751,34.7,817,25,75,0
736,30.11,977,26,76,0
741,41.84,813,23,65,0
609,52.49,61,26,75,1
633,35.48,1000,27,84,2
715,44.18,819,23,63,0
689,46.53,103,26,75,1
710,33.04,978,26,73,0
628,40.47,637,27,90,2
771,33.14,823,25,76,0
726,38.91,818,25,72,0
713,30.99,977,26,78,2
746,42.33,162,25,73,1
780,36.66,815,24,70,0
429,30.62,266,24,78,1
654,33.04,995,27,89,2
707,29.42,1000,27,85,2
746,41.84,817,23,65,0
700,46.04,106,25,74,1
693,45.85,108,26,77,1
678,47.51,105,26,75,1
711,29.72,1000,27,82,2
730,43.5,170,25,73,1
764,33.43,818,25,76,0
601,39.51,149,28,68,1
740,26.69,999,27,86,2
701,41.37,418,24,85,0
755,41.64,199,25,73,1
638,50.73,65,26,76,1
721,32.94,978,26,72,0
673,48.09,56,26,75,1
734,32.75,978,26,71,0
776,32.94,822,25,75,0
751,34.6,816,25,75,0
720,41.74,493,25,74,0
603,52.98,62,26,76,1
707,44.48,978,24,64,0
766,34.51,821,25,74,0
736,44.8,187,24,80,1
359,69.79,32,29,60,1
788,38.81,814,23,66,0
729,42.72,820,23,65,0
638,50.54,75,26,75,1
722,30.11,977,26,78,2
720,32.84,978,26,72,0
654,33.14,993,27,89,2
713,44.18,978,24,63,0
685,35.73,347,24,67,0
768,33.72,822,25,75,0
740,38.61,604,25,74,0
707,29.62,1000,27,84,2
723,44.48,116,25,73,1
791,37.05,821,24,68,0
784,34.6,821,24,74,0
714,44.18,817,23,63,0
705,36.85,978,26,68,0
736,42.72,818,23,64,0
771,33.33,823,25,76,0
704,45.06,814,23,63,0
784,34.51,821,24,74,0
770,33.63,820,25,74,0
781,36.95,820,24,70,0
771,34.51,817,25,74,0
711,30.99,977,26,78,2
781,39.49,817,23,65,0
668,48.09,104,26,76,1
722,30.11,977,26,79,2
739,38.42,626,25,74,0
777,33.33,817,24,76,0
775,38.12,821,24,68,0
688,30.99,999,27,85,2
707,29.03,999,27,88,2
692,32.16,977,26,79,2
785,35.42,68,24,65,0
711,45.36,48,26,76,1
701,39.78,978,25,66,0
757,39.49,819,24,68,0
745,36.56,814,25,74,0
409,34.78,422,25,82,1
731,41.35,405,25,75,0
717,33.63,978,26,71,0
713,44.18,978,24,63,0
730,37.83,817,25,73,0
761,33.63,819,25,76,0
782,33.24,815,25,75,0
697,46.14,107,25,74,1
692,39.11,244,27,72,1
689,46.43,104,26,76,1
626,30.09,346,28,85,2
668,48.09,104,26,76,1
703,40.76,978,25,65,0
749,35.48,819,25,76,0
775,43.29,252,28,72,1
470,43.39,211,29,69,1
787,36.66,821,24,70,0
452,31.61,244,28,69,1
775,39.2,821,24,67,0
768,38.51,816,24,68,0
671,47.9,105,26,75,1
730,38.36,441,28,89,2
647,32.13,81,25,83,1
780,38.91,819,24,68,0
761,35.91,272,27,66,0
709,38.37,212,26,84,1
759,34.9,818,25,74,0
557,39.24,454,28,80,1
762,34.51,819,25,74,0
730,38.81,817,25,72,0
747,41.84,229,25,73,1
792,37.05,820,24,69,0
763,34.41,822,25,74,0
549,39.42,451,29,77,1
688,47.02,54,26,76,1
726,30.79,977,26,76,0
658,33.14,999,27,84,2
670,48.39,56,26,76,1
783,36.07,816,24,71,0
778,33.04,818,25,75,0
703,29.23,997,27,89,2
703,29.42,999,27,86,2
759,40.08,821,24,68,0
761,34.51,821,25,75,0
786,38.81,814,23,66,0
780,36.07,816,24,71,0
714,30.79,977,26,78,2
709,45.45,96,25,74,1
738,38.32,653,25,74,0
684,39.72,99,24,69,1
625,35.1,274,26,66,1
728,30.21,977,26,77,2
718,44.87,103,25,73,1
772,34.8,820,25,74,0
391,40.22,182,27,71,1
766,33.14,822,25,76,0
759,36.17,816,24,74,0
656,49.07,98,26,75,1
721,30.3,977,26,78,2
749,35.78,815,25,74,0
719,44.87,103,25,73,1
751,38.57,59,24,86,1
751,35.48,819,25,74,0
460,34.45,53,25,84,1
781,32.84,820,25,76,0
729,41.25,447,25,74,0
604,52.98,62,26,75,1
694,38.61,978,25,67,0
759,34.7,821,25,75,0
713,33.53,978,26,73,0
313,37.58,281,24,82,1
704,40.11,442,29,71,1
756,35.68,812,25,74,0
667,48.19,103,26,76,1
722,29.91,977,26,79,2
759,37.24,820,25,71,0
575,34.16,214,29,76,1
720,38.81,696,25,75,0
393,40.1,243,26,69,1
682,47.51,54,26,76,1
663,32.84,1000,27,86,2
620,51.81,63,26,75,1
657,48.97,98,26,75,1
651,33.53,998,27,87,2
560,42.06,94,25,88,1
656,34.8,977,26,80,2
401,37.67,229,25,90,1
783,38.42,816,24,67,0
709,45.65,48,26,76,1
717,44.97,99,25,73,1
755,34.51,818,25,74,0
703,29.33,998,27,87,2
689,30.3,997,27,89,2
704,40.11,442,29,71,1
771,34.9,818,25,73,0
691,30.27,436,26,74,0
755,35.39,816,25,74,0
677,31.48,999,27,87,2
639,50.54,76,26,75,1
631,35.29,999,27,86,2
738,36.07,823,25,74,0
664,32.45,999,27,88,2
766,38.71,820,24,68,0
518,36,59,25,84,1
703,39.92,163,25,69,1
707,42.5,85,26,66,1
755,35.68,775,25,75,0
700,29.52,998,27,88,2
764,34.31,819,25,75,0
730,39.39,821,25,71,0
740,37.44,705,25,75,0
733,38.71,657,25,74,0
781,37.83,815,24,68,0
774,38.51,821,24,68,0
680,31.48,999,27,85,2
730,37.83,817,25,73,0
704,38.81,978,25,67,0
332,30.96,315,27,77,1
613,52.3,62,26,75,1
782,39.3,818,23,66,0
707,45.65,48,26,76,1
752,35.29,816,25,75,0
623,36.27,1000,27,84,2
661,32.84,999,27,85,2
652,37.83,685,27,90,2
719,32.58,211,24,79,0
750,35.48,819,25,74,0
754,35,819,25,75,0
535,39.21,74,28,65,1
776,37.24,815,24,70,0
745,36.07,818,25,74,0
719,44.87,102,25,74,1
701,34.44,51,29,68,1
501,40.63,336,24,86,1
780,32.84,816,25,76,0
752,34.02,817,25,75,0
721,33.04,978,26,72,0
753,41.74,214,25,73,1
701,46.14,55,26,76,1
461,32.38,272,24,84,1
364,37.08,277,25,66,1
698,46.43,55,26,77,1
373,34.16,285,24,75,1
701,46.14,55,26,76,1
677,31.48,999,27,88,2
694,46.63,54,26,76,1
778,32.36,817,25,77,0
692,45.85,108,26,78,1
738,26.78,999,27,86,2
623,43.95,433,27,79,1
785,36.46,815,24,71,0
742,42.23,813,23,63,0
701,38.03,978,25,67,0
703,45.75,102,25,75,1
751,29.03,977,26,75,0
478,40.35,329,28,67,1
643,50.05,83,26,76,1
468,39.78,211,26,84,1
722,33.72,978,26,71,0
706,29.72,999,27,84,2
759,34.9,821,25,74,0
699,43.99,978,24,63,0
645,49.95,86,26,76,1
789,37.05,815,24,68,0
709,44.28,978,24,63,0
786,35.87,815,24,71,0
776,33.53,816,25,74,0
730,31.57,978,26,73,0
386,67.94,43,26,74,1
777,32.26,818,25,76,0
662,48.78,58,26,76,1
664,32.26,998,27,89,2
716,44.97,99,25,74,1
754,40.96,814,23,65,0
775,33.33,817,25,75,0
349,40.89,191,29,75,1
742,42.82,150,25,73,1
773,34.51,817,25,74,0
331,39.63,162,25,76,1
756,35.68,812,25,74,0
760,34.41,823,25,75,0
767,35,817,25,74,0
657,49.07,100,26,75,1
781,37.15,815,24,69,0
712,28.54,997,27,89,2
303,40.97,138,27,89,1
754,35.09,822,25,74,0
735,42.62,814,23,65,0
445,36.51,238,28,82,1
639,50.54,67,26,76,1
401,31.58,458,26,85,2
474,44.32,270,26,85,1
772,33.82,818,25,74,0
749,36.17,818,25,74,0
638,39.65,305,27,80,1
723,42.91,299,25,73,1
463,34.66,349,29,72,1
655,33.04,989,27,90,2
682,47.12,104,26,75,1
744,44.51,81,28,84,1
641,36.27,847,27,90,2
689,47.12,54,26,76,1
731,37.93,823,25,74,0
699,30.21,1000,27,84,2
700,39.59,978,25,65,0
763,41.06,820,23,64,0
697,44.38,978,24,64,0
685,33.94,348,24,87,0
727,42.42,314,25,74,1
655,49.46,62,26,78,1
703,40.76,978,25,65,0
711,36.17,978,26,69,0
747,40.18,284,25,77,0
652,33.33,989,27,89,2
726,43.21,254,25,73,1
720,44.67,105,25,73,1
659,48.88,100,26,76,1
785,39.1,819,23,66,0
712,44.97,51,26,75,1
661,34.41,977,26,80,2
605,38.46,250,25,81,1
706,45.65,96,25,74,1
606,52.69,67,26,77,1
729,30.5,977,26,76,0
754,35,818,25,75,0
723,38.57,284,26,76,1
405,39.27,368,28,78,1
786,36.85,820,24,69,0
773,35.29,819,24,74,0
778,33.53,818,25,74,0
593,40.57,816,27,90,2
270,76.05,36,27,68,1
748,41.64,817,23,66,0
749,36.56,822,25,74,0
763,33.43,818,25,75,0
731,42.91,814,23,64,0
463,34.66,349,29,72,1
483,43.57,150,29,70,1
661,32.55,998,27,89,2
372,33.02,90,26,75,1
356,39.33,131,27,77,1
664,34.71,474,29,69,1
386,32.42,450,27,79,1
711,44.09,55,26,76,1
691,30.3,998,27,87,2
727,42.33,330,25,74,1
774,37.54,821,24,69,0
621,51.71,63,26,75,1
777,33.33,815,25,74,0
664,48.39,101,26,76,1
332,36.54,121,26,75,1
755,35.68,814,25,74,0
318,40.37,335,24,89,1
351,36.1,318,27,82,1
776,39.49,819,23,66,0
610,52.39,61,26,75,1
706,29.42,1000,27,85,2
730,43.4,181,25,73,1
680,31.09,998,27,88,2
695,31.87,977,26,80,2
778,39.98,816,23,64,0
606,36.51,462,25,75,1
711,34.31,978,26,71,0
671,32.55,1000,27,84,2
369,31.64,140,29,67,1
729,38.81,818,25,72,0
551,31.17,118,24,72,1
749,35.39,815,25,75,0
646,42.84,260,28,72,1
737,38.61,631,25,74,0
520,38.12,234,27,79,1
700,29.62,998,27,88,2
674,31.67,999,27,87,2
606,37.34,1000,27,85,2
728,41.45,480,25,74,0
677,31.48,999,27,87,2
742,38.03,652,25,74,0
779,33.43,815,25,74,0
616,36.46,1000,27,85,2
662,48.78,58,26,76,1
665,32.06,996,27,89,2
735,42.42,816,23,65,0
721,44.57,107,25,73,1
783,33.53,821,24,76,0
716,30.99,977,26,77,2
617,31.96,65,24,85,1
754,40.96,814,23,65,0
699,44.09,978,24,64,0
744,35.78,820,25,75,0
717,28.25,999,27,88,2
741,42.91,148,25,73,1
702,42.13,978,25,64,0
641,36.27,847,27,90,2
612,52.49,61,26,75,1
727,38.03,821,25,73,0
759,37.05,822,25,72,0
632,51.22,66,26,74,1
661,36.46,728,27,90,2
730,37.83,819,25,73,0
756,41.45,820,23,63,0
634,50.93,70,26,74,1
694,29.91,998,27,88,2
730,40.3,76,24,83,1
782,31.96,823,25,77,0
542,43.18,265,27,73,1
742,32.26,978,26,71,0
666,48.19,103,26,76,1
656,32.94,996,27,89,2
697,44.48,978,24,63,0
730,41.64,389,25,75,0
739,32.26,978,26,72,0
653,40.8,396,29,79,1
672,32.36,1000,27,83,2
771,40.27,815,23,64,0
682,31.09,999,27,87,2
786,35.87,815,24,71,0
703,30.3,1000,27,82,2
285,74.49,35,28,73,1
776,33.24,821,25,75,0
719,44.87,100,25,74,1
673,48.29,56,26,76,1
718,33.14,978,26,73,0
759,37.12,440,27,77,1
409,33.58,380,28,65,1
701,41.34,330,27,90,2
398,40.81,108,27,86,1
730,43.5,170,25,73,1
706,29.13,999,27,87,2
384,67.94,44,26,75,1
689,30.4,997,27,89,2
654,33.53,999,27,86,2
710,45.45,48,26,76,1
638,50.64,73,26,74,1
324,43.65,474,26,89,1
742,26.39,999,27,85,2
753,36.95,818,25,73,0
784,36.95,814,24,70,0
391,40.22,182,27,71,1
784,35,815,24,72,0
614,36.17,998,27,89,2
702,45.75,106,25,75,1
787,38.81,821,24,66,0
778,33.24,820,25,76,0
637,50.83,72,26,74,1
315,40,217,27,74,1
757,36.46,821,25,73,0
331,39.88,263,24,80,1
721,27.96,999,27,88,2
729,38.42,817,25,73,0
694,31.67,866,27,90,2
765,40.37,820,23,65,0
752,41.15,818,23,65,0
732,38.71,819,25,72,0
770,31.09,818,25,78,0
702,32.26,977,26,77,2
485,40.65,408,28,85,1
699,29.52,994,27,89,2
700,39.69,978,25,66,0
714,31.66,210,26,71,0
752,36.46,728,25,75,0
783,33.14,816,24,76,0
681,47.21,104,26,75,1
323,41.43,221,29,78,1
687,36.34,100,24,79,1
773,35.29,819,24,74,0
759,36.95,817,25,72,0
789,38.71,817,23,66,0
703,29.23,998,27,88,2
719,44.87,103,25,73,1
779,32.36,819,25,75,0
760,35,824,25,74,0
777,31.18,823,25,77,0
727,31.09,978,26,74,0
713,30.5,977,26,80,2
769,33.21,56,25,83,1
724,38.61,978,25,65,0
673,31.77,999,27,87,2
692,30.3,999,27,87,2
711,34.21,978,26,71,0
774,33.43,817,25,75,0
735,37.73,818,25,73,0
686,46.82,103,26,74,1
580,43.26,296,27,65,1
